,Unnamed: 0,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Tên xe,Giá xe,Nhãn hiệu,Mẫu xe,Nhiên liệu,Dung tích
8111,11007,2012,Xe đã dùng,99000,Lắp ráp trong nước,SUV,Số tự động,Xăng 3.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLK Class GLK300 4Matic ,580000000,Mercedes,Benz GLK Class GLK300 4Matic ,Xăng,3.0
8112,11011,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4L 4x2 AT ,1038000000,Toyota,Fortuner 2.4L 4x2 AT ,Dầu,2.4
8113,11013,2010,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Xăng 5.0 L,Kem,Kem,5,4,AWD - 4 bánh toàn thời gian,Jaguar XJ series XJL 5.0 Supercharged ,1050000000,Jaguar,XJ series XJL 5.0 Supercharged ,Xăng,5.0
8114,11016,2020,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT Luxury ,515000000,Kia,Cerato 1.6 AT Luxury ,Xăng,1.6
8115,11022,2021,Xe đã dùng,22588,Nhập khẩu,SUV,Số tự động,Xăng 1.8 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Toyota Corolla Cross 1.8V ,789000000,Toyota,Corolla Cross 1.8V ,Xăng,1.8
8116,11024,2005,Xe đã dùng,139868,Nhập khẩu,Sedan,Số tự động,Xăng 5.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz S class S500 ,460000000,Mercedes,Benz S class S500 ,Xăng,5.0
8117,11033,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Kem,Kem,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner TRD Sportivo 4x2 AT ,579000000,Toyota,Fortuner TRD Sportivo 4x2 AT ,Xăng,2.7
8118,11038,2022,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander Premium 1.5 AT ,602000000,Mitsubishi,Xpander Premium 1.5 AT ,Xăng,1.5
8119,11041,2019,Xe đã dùng,50000,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,886000000,Toyota,Camry 2.5Q ,Xăng,2.5
8120,11043,2019,Xe đã dùng,58000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1180000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
8121,11053,2016,Xe đã dùng,74000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5 AT ,415000000,Mazda,3 1.5 AT ,Xăng,1.5
8122,11057,2015,Xe đã dùng,125000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Honda CRV 2.4 AT ,520000000,Honda,CRV 2.4 AT ,Xăng,2.4
8123,11058,2021,Xe đã dùng,47000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,570000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
8124,11066,2023,Xe đã dùng,13000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT ,465000000,Hyundai,Accent 1.4 AT ,Xăng,1.4
8125,11068,2011,Xe đã dùng,90000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.1 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Morning EX 1.1 MT ,110000000,Kia,Morning EX 1.1 MT ,Xăng,1.1
8126,11069,2010,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Honda CRV 2.4 AT ,329000000,Honda,CRV 2.4 AT ,Xăng,2.4
8127,11070,2008,Xe đã dùng,20,Nhập khẩu,SUV,Số tự động,Xăng 5.7 L,Kem,Kem,7,5,AWD - 4 bánh toàn thời gian,Lexus LX 570 ,1490000000,Lexus,LX 570 ,Xăng,5.7
8128,11071,2017,Xe đã dùng,69000,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,670000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
8129,11073,2022,Xe đã dùng,9000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Avantgarde Plus ,1520000000,Mercedes,Benz C class C200 Avantgarde Plus ,Xăng,1.5
8130,11076,2021,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.25 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai i10 1.2 MT ,325000000,Hyundai,i10 1.2 MT ,Xăng,1.25
8131,11080,2019,Xe đã dùng,90000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.0 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Peugeot Traveller Luxury ,989000000,Peugeot,Traveller Luxury ,Dầu,2.0
8132,11082,2018,Xe đã dùng,75000,Nhập khẩu,Bán tải / Pickup,Số tay,Dầu 2.2 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 MT ,428000000,Ford,Ranger XLS 2.2L 4x2 MT ,Dầu,2.2
8133,11085,2019,Xe đã dùng,79000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Titanium 1.0 EcoBoost ,469000000,Ford,EcoSport Titanium 1.0 EcoBoost ,Xăng,1.0
8134,11086,2008,Xe đã dùng,90000,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Lexus IS 250 ,430000000,Lexus,IS 250 ,Xăng,2.5
8135,11087,2011,Xe đã dùng,128720,Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 ,455000000,Mercedes,Benz E class E300 ,Xăng,3.0
8136,11090,2022,Xe đã dùng,42000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.2L HTRAC ,1220000000,Hyundai,SantaFe Cao cấp 2.2L HTRAC ,Dầu,2.2
8137,11093,2022,Xe đã dùng,22000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Nâu,Nâu,5,5,AWD - 4 bánh toàn thời gian,Kia Sportage Signature 1.6T AWD ,915000000,Kia,Sportage Signature 1.6T AWD ,Xăng,1.6
8138,11094,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios E CVT ,479000000,Toyota,Vios E CVT ,Xăng,1.5
8139,11095,2022,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Ghi,Ghi,5,4,FWD - Dẫn động cầu trước,Mazda 3 1.5L Deluxe ,571000000,Mazda,3 1.5L Deluxe ,Xăng,1.5
8140,11097,2016,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Xám,Xám,7,5,FWD - Dẫn động cầu trước,Kia Rondo GATH ,365000000,Kia,Rondo GATH ,Xăng,2.0
8141,11098,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Vios E 1.5 MT ,415000000,Toyota,Vios E 1.5 MT ,Xăng,1.5
8142,11099,2022,Xe đã dùng,10000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,VinFast Fadil Tiêu chuẩn 1.4 AT ,350000000,VinFast,Fadil Tiêu chuẩn 1.4 AT ,Xăng,1.4
8143,11100,2013,Xe đã dùng,102368,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,AWD - 4 bánh toàn thời gian,Mercedes Benz GLK Class GLK250 4Matic ,555000000,Mercedes,Benz GLK Class GLK250 4Matic ,Xăng,2.0
8144,11101,2021,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Exclusive ,1235000000,Mercedes,Benz C class C200 Exclusive ,Xăng,2.0
8145,11103,2019,Xe đã dùng,40000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 1.6 AT Turbo ,710000000,Hyundai,Tucson 1.6 AT Turbo ,Xăng,1.6
8146,11105,2022,Xe đã dùng,35000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.2 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Peugeot 2008 GT Line 1.2 AT ,699000000,Peugeot,2008 GT Line 1.2 AT ,Xăng,1.2
8147,11106,2022,Xe đã dùng,36000,Lắp ráp trong nước,Crossover,Số tự động,Điện 0.1 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,VinFast VF e34 AT ,479000000,VinFast,VF e34 AT ,Điện,0.1
8148,11107,2019,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT ,395000000,Hyundai,Accent 1.4 AT ,Xăng,1.4
8149,11110,2017,Xe đã dùng,43000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E250 ,999000000,Mercedes,Benz E class E250 ,Xăng,2.0
8150,11114,2005,Xe đã dùng,150000,Lắp ráp trong nước,SUV,Số tay,Xăng 1.8 L,Nhiều màu,Nhiều màu,8,5,RFD - Dẫn động cầu sau,Toyota Zace GL ,205000000,Toyota,Zace GL ,Xăng,1.8
8151,11119,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Vios 1.5G ,438000000,Toyota,Vios 1.5G ,Xăng,1.5
8152,11120,2022,Xe đã dùng,21000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Mitsubishi Xpander Premium 1.5 AT ,610000000,Mitsubishi,Xpander Premium 1.5 AT ,Xăng,1.5
8153,11122,2020,Xe đã dùng,32000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,VinFast Fadil 1.4 AT ,299000000,VinFast,Fadil 1.4 AT ,Xăng,1.4
8154,11123,2018,Xe đã dùng,55000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Kia Cerato 1.6 AT ,439000000,Kia,Cerato 1.6 AT ,Xăng,1.6
8155,11124,2015,Xe đã dùng,45000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,619000000,Toyota,Camry 2.5Q ,Xăng,2.5
8156,11126,2022,Xe đã dùng,39000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.4 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mitsubishi Triton 4x2 AT ,559000000,Mitsubishi,Triton 4x2 AT ,Dầu,2.4
8157,11128,2019,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Hyundai Elantra 2.0 AT ,515000000,Hyundai,Elantra 2.0 AT ,Xăng,2.0
8158,11129,2018,Xe đã dùng,59000,Nhập khẩu,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV L ,745000000,Honda,CRV L ,Xăng,1.5
8159,11142,2013,Xe đã dùng,65000,Nhập khẩu,Sedan,Số tự động,Hybrid 2.5 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Avalon Limited Hybrid ,1190000000,Toyota,Avalon Limited Hybrid ,Hybrid,2.5
8160,11144,2022,Xe đã dùng,10000,Nhập khẩu,Crossover,Số tự động,Xăng 1.0 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Volkswagen T-Cross Luxury 1.0 AT ,850000000,Volkswagen,T-Cross Luxury 1.0 AT ,Xăng,1.0
8161,11153,2022,Xe đã dùng,38000,Lắp ráp trong nước,SUV,Số tự động,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner Legender 2.4L 4x2 AT ,1125000000,Toyota,Fortuner Legender 2.4L 4x2 AT ,Dầu,2.4
8162,11161,2020,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.4 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Kia Seltos Premium 1.4 AT ,620000000,Kia,Seltos Premium 1.4 AT ,Xăng,1.4
8163,11164,2019,Xe đã dùng,10000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Nâu,Nâu,7,5,AWD - 4 bánh toàn thời gian,VinFast Lux SA 2.0 Premium 2.0 AT ,760000000,VinFast,Lux SA 2.0 Premium 2.0 AT ,Xăng,2.0
8164,11165,2016,Xe đã dùng,80450,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,BMW 3 Series 320i ,675000000,BMW,3 Series 320i ,Xăng,2.0
8165,11168,2022,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 AT Đặc Biệt ,475000000,Hyundai,Accent 1.4 AT Đặc Biệt ,Xăng,1.4
8166,11169,2023,Xe đã dùng,9900,Lắp ráp trong nước,SUV,Số tự động,Điện 0.2 L,Nâu,Nâu,6,5,AWD - 4 bánh toàn thời gian,VinFast VF9 Plus ,1539000000,VinFast,VF9 Plus ,Điện,0.2
8167,11170,2007,Xe đã dùng,87000,Nhập khẩu,Crossover,Số tự động,Xăng 3.5 L,Kem,Kem,5,5,RFD - Dẫn động cầu sau,Infiniti FX 35 ,350000000,Infiniti,FX 35 ,Xăng,3.5
8168,11172,2021,Xe đã dùng,21000,Nhập khẩu,Sedan,Số tự động,Xăng 1.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Honda Civic G 1.5 AT ,665000000,Honda,Civic G 1.5 AT ,Xăng,1.5
8169,11173,2022,Xe đã dùng,8000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,7,5,FWD - Dẫn động cầu trước,Honda CRV G ,875000000,Honda,CRV G ,Xăng,1.5
8170,11175,2018,Xe đã dùng,46000,Nhập khẩu,Hatchback,Số tự động,Xăng 1.5 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Toyota Yaris 1.5G ,475000000,Toyota,Yaris 1.5G ,Xăng,1.5
8171,11182,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.6 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Kia K3 Luxury 1.6 AT ,570000000,Kia,K3 Luxury 1.6 AT ,Xăng,1.6
8172,11183,2020,Xe đã dùng,50000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 AT ,365000000,Hyundai,i10 Grand 1.2 AT ,Xăng,1.25
8173,11184,2009,Xe đã dùng,145000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Honda Civic 1.8 MT ,200000000,Honda,Civic 1.8 MT ,Xăng,1.8
8174,11185,2013,Xe đã dùng,94000,Nhập khẩu,Sedan,Số tự động,Xăng 3.0 L,Kem,Kem,5,4,AWD - 4 bánh toàn thời gian,Audi A7 3.0 TFSI ,799000000,Audi,A7 3.0 TFSI ,Xăng,3.0
8175,11186,2021,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Màu khác,Màu khác,7,5,AWD - 4 bánh toàn thời gian,Hyundai SantaFe Cao cấp 2.4L HTRAC ,998000000,Hyundai,SantaFe Cao cấp 2.4L HTRAC ,Xăng,2.4
8176,11189,2004,Xe đã dùng,150000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 3.0 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Camry 3.0V ,196000000,Toyota,Camry 3.0V ,Xăng,3.0
8177,11191,2021,Xe đã dùng,5400,Nhập khẩu,Sedan,Số tự động,Xăng 1.2 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Mitsubishi Attrage Premium 1.2 CVT ,418000000,Mitsubishi,Attrage Premium 1.2 CVT ,Xăng,1.2
8178,11192,2017,Xe đã dùng,48000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E300 AMG ,1348000000,Mercedes,Benz E class E300 AMG ,Xăng,2.0
8179,11194,2016,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Nâu,Nâu,5,4,RFD - Dẫn động cầu sau,Mercedes Benz E class E250 ,1080000000,Mercedes,Benz E class E250 ,Xăng,2.0
8180,11197,2018,Xe đã dùng,50000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 1.6 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Hyundai Tucson 1.6 AT Turbo ,665000000,Hyundai,Tucson 1.6 AT Turbo ,Xăng,1.6
8181,11198,2017,Xe đã dùng,120000,Lắp ráp trong nước,Crossover,Số tay,Xăng 2.0 L,Nâu,Nâu,8,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0E ,450000000,Toyota,Innova 2.0E ,Xăng,2.0
8182,11199,2016,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng 2.4 L,Đen,Đen,8,5,FWD - Dẫn động cầu trước,Honda Odyssey 2.4 AT ,919000000,Honda,Odyssey 2.4 AT ,Xăng,2.4
8183,11200,2010,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.7 L,Kem,Kem,7,5,4WD - Dẫn động 4 bánh,Toyota Fortuner 2.7V 4x4 AT ,360000000,Toyota,Fortuner 2.7V 4x4 AT ,Xăng,2.7
8184,11202,2020,Xe đã dùng,80000,Nhập khẩu,Sedan,Số tự động,Xăng 2.5 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Camry 2.5Q ,950000000,Toyota,Camry 2.5Q ,Xăng,2.5
8185,11204,2007,Xe đã dùng,150000,Nhập khẩu,Crossover,Số tay,Dầu 2.0 L,Nâu,Nâu,7,5,FWD - Dẫn động cầu trước,Kia Carens CRDi 2.0 MT ,190000000,Kia,Carens CRDi 2.0 MT ,Dầu,2.0
8186,11206,2016,Xe đã dùng,108000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford Focus Sport 1.5L ,415000000,Ford,Focus Sport 1.5L ,Xăng,1.5
8187,11207,2020,Xe đã dùng,26000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.8 L,Đen,Đen,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8G AT ,610000000,Toyota,Corolla altis 1.8G AT ,Xăng,1.8
8188,11208,2018,Xe đã dùng,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.2 L,Nhiều màu,Nhiều màu,5,4,RFD - Dẫn động cầu sau,Ford Ranger XLS 2.2L 4x2 AT ,525000000,Ford,Ranger XLS 2.2L 4x2 AT ,Dầu,2.2
8189,11209,2021,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 Luxury 2.0 AT ,750000000,Mazda,CX5 Luxury 2.0 AT ,Xăng,2.0
8190,11210,2016,Xe đã dùng,68000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.5 L,Đen,Đen,7,5,4WD - Dẫn động 4 bánh,Nissan X trail 2.5 SV 4WD ,535000000,Nissan,X trail 2.5 SV 4WD ,Xăng,2.5
8191,11211,2016,Xe đã dùng,86000,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.4 L,Kem,Kem,7,5,FWD - Dẫn động cầu trước,Chevrolet Captiva LTZ 2.4 AT ,379000000,Chevrolet,Captiva LTZ 2.4 AT ,Xăng,2.4
8192,11212,2016,Xe đã dùng,71000,Nhập khẩu,SUV,Số tay,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,660000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
8193,11214,2018,Xe đã dùng,95000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 AT ,325000000,Hyundai,i10 Grand 1.2 AT ,Xăng,1.25
8194,11224,2020,Xe đã dùng,50000,Lắp ráp trong nước,SUV,Số tay,Dầu 2.4 L,Đen,Đen,7,5,RFD - Dẫn động cầu sau,Toyota Fortuner 2.4G 4x2 MT ,825000000,Toyota,Fortuner 2.4G 4x2 MT ,Dầu,2.4
8195,11225,2010,Xe đã dùng,80000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.1 L,Hồng,Hồng,5,5,FWD - Dẫn động cầu trước,Kia Morning SX 1.1 AT Sportpack ,170000000,Kia,Morning SX 1.1 AT Sportpack ,Xăng,1.1
8196,11226,2022,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C300 AMG ,1829000000,Mercedes,Benz C class C300 AMG ,Xăng,2.0
8197,11230,2015,Xe đã dùng,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Kem,Kem,7,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0V ,440000000,Toyota,Innova 2.0V ,Xăng,2.0
8198,11232,2017,Xe đã dùng,60000,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Kia Morning Si MT ,250000000,Kia,Morning Si MT ,Xăng,1.25
8199,11233,2019,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.25 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai i10 Grand 1.2 MT ,290000000,Hyundai,i10 Grand 1.2 MT ,Xăng,1.25
8200,11234,2019,Xe đã dùng,38000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 1.8 L,Kem,Kem,5,4,FWD - Dẫn động cầu trước,Toyota Corolla altis 1.8G AT ,570000000,Toyota,Corolla altis 1.8G AT ,Xăng,1.8
8201,11237,2016,Xe đã dùng,68000,Lắp ráp trong nước,SUV,Số tự động,Xăng 1.5 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Ford EcoSport Titanium 1.5L AT ,355000000,Ford,EcoSport Titanium 1.5L AT ,Xăng,1.5
8202,11240,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tay,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,4,FWD - Dẫn động cầu trước,Hyundai Accent 1.4 MT ,368000000,Hyundai,Accent 1.4 MT ,Xăng,1.4
8203,11247,2017,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tay,Xăng 1.25 L,Ghi,Ghi,5,5,FWD - Dẫn động cầu trước,Kia Morning Si MT ,225000000,Kia,Morning Si MT ,Xăng,1.25
8204,11249,2018,Xe đã dùng,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Ford Ranger Raptor 2.0L 4x4 AT ,815000000,Ford,Ranger Raptor 2.0L 4x4 AT ,Dầu,2.0
8205,11254,2021,Xe đã dùng,18000,Nhập khẩu,SUV,Số tự động,Xăng 1.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Toyota Raize G 1.0 CVT ,520000000,Toyota,Raize G 1.0 CVT ,Xăng,1.0
8206,11255,2019,Xe đã dùng,28200,Nhập khẩu,Hatchback,Số tự động,Xăng 1.5 L,Kem,Kem,5,5,FWD - Dẫn động cầu trước,Toyota Yaris 1.5G ,540000000,Toyota,Yaris 1.5G ,Xăng,1.5
8207,11257,2017,Xe đã dùng,120000,Lắp ráp trong nước,Crossover,Số tự động,Xăng 2.0 L,Nâu,Nâu,7,5,RFD - Dẫn động cầu sau,Toyota Innova 2.0V ,495000000,Toyota,Innova 2.0V ,Xăng,2.0
8208,11260,2016,Xe đã dùng,101595,Lắp ráp trong nước,SUV,Số tự động,Xăng 2.0 L,Đen,Đen,5,5,FWD - Dẫn động cầu trước,Mazda CX5 2.0 AT ,525000000,Mazda,CX5 2.0 AT ,Xăng,2.0
8209,11262,2022,Xe đã dùng,38000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu 2.2 L,Nâu,Nâu,7,5,FWD - Dẫn động cầu trước,Kia Carnival Premium 2.2D ,1189000000,Kia,Carnival Premium 2.2D ,Dầu,2.2
8210,11264,2022,Xe đã dùng,19000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu 2.0 L,Đen,Đen,5,4,4WD - Dẫn động 4 bánh,Ford Ranger Wildtrak 2.0L 4x4 AT ,860000000,Ford,Ranger Wildtrak 2.0L 4x4 AT ,Dầu,2.0
8211,11266,2016,Xe đã dùng,70000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng 1.4 L,Nhiều màu,Nhiều màu,5,5,FWD - Dẫn động cầu trước,Suzuki Swift 1.4 AT ,315000000,Suzuki,Swift 1.4 AT ,Xăng,1.4
8212,11267,2019,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng 2.0 L,Đen,Đen,5,4,RFD - Dẫn động cầu sau,Mercedes Benz C class C200 Exclusive ,1070000000,Mercedes,Benz C class C200 Exclusive ,Xăng,2.0
